CAPITULO capitular VMIP1S0   	NONE	1
AVULSO avulso NP00000   	NONE	1
< blank > < blank > Fp   	NONE	1
= = Fz   	NONE	1
= = Fz   	NONE	1
= = Fz   	NONE	1
= = Fz   	NONE	1
= = Fz   	NONE	1
= = Fz   	NONE	1
= = Fz   	NONE	1
= = Fz   	NONE	1
= = Fz   	NONE	1
= = Fz   	NONE	1
= = Fz   	NONE	1
= = Fz   	NONE	1
= = Fz   	NONE	1
= = Fz   	NONE	1
= = Fz   	NONE	1
< blank > < blank > Fp   	NONE	1
< blank > < blank > Fp   	NONE	1
PARA para SPS00   	NONE	1
SER ser NP00000   	NONE	1
COLLOCADO collocado NP00000   	NONE	1
ONDE onde RG   	NONE	1
O o DA0MS0   	NONE	1
LEITOR leitor NP00000   	NONE	1
QUIZER quizer NP00000   	NONE	1
< blank > < blank > Fp   	NONE	1
--------------------------------------- --------------------------------------- NP00000   	NONE	1
< blank > < blank > Fp   	NONE	1
< blank > < blank > Fp   	NONE	1
Francisco francisco NP00000   	NONE	1
Nunes nunes NP00000   	NONE	1
... ... Fs   	NONE	1
< blank > < blank > Fp   	NONE	1
< blank > < blank > Fp   	NONE	1
Que que PR0CN000   	NONE	1
nome nome NCMS000   	NONE	1
tão tão RG   	NONE	1
peco pecar VMIP1S0   	NEGATIVE	0.995097263749245
e e CC   	NONE	1
charro charro NCMS000   	NONE	1
! ! Fat   	NONE	1
_Francisco _Francisco NC00000   	NONE	1
Nunes nunes NP00000   	NONE	1
! ! Fat   	NONE	1
_ _ NC00000   	NONE	1
< blank > < blank > Fp   	NONE	1
< blank > < blank > Fp   	NONE	1
Pois pois CS   	NONE	1
se se CS   	NONE	1
o o DA0MS0   	NONE	1
homem homem NCMS000   	NONE	1
chamava chamar VMII3S0   	NONE	1
se se PP3CN000   	NONE	1
assim assim RG   	NONE	1
! ! Fat   	NONE	1
? ? Fit   	NONE	1
< blank > < blank > Fp   	NONE	1
< blank > < blank > Fp   	NONE	1
Deus deus NCMS000   	NONE	1
sabe saber VMIP3S0   	NONE	1
que que CS   	NONE	1
tristezas tristeza NCFP000   	NEGATIVE	0.999982975785681
eram ser VMII3P0   	NONE	1
as o DA0FP0   	NONE	1
d d NCMS000   	NONE	1
' ' Fe   	NONE	1
ele ele PP3MS000   	NONE	1
por por SPS00   	NONE	1
causa causa NCFS000   	NONE	1
de de SPS00   	NONE	1
este este DD0MS0   	NONE	1
_Nunes_ _Nunes_ NC00000   	NONE	1

. . Fp   	NONE	1
O o DA0MS0   	NONE	1
